"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"Q8C8H8",0.1921181183,0.2170910634,0.0519252716,0.2495598234,0.1628987894,0.065276521,0.0367180336,0.0244123793,"unknown"
"Q8CA03",0.2614138371,0.2646986679,0.0340129709,0.2477609178,0.1347257836,0.0453081643,0.0087473369,0.0033323216,"unknown"
"Q8CAV0",0.1937197701,0.2332478263,0.0594684982,0.210404702,0.1392132441,0.0650165037,0.0546243782,0.0443050774,"unknown"
"Q8CBW3",0.2414126712,0.1949163833,0.045984524,0.1379868655,0.142474234,0.1163336708,0.0722800401,0.0486116112,"unknown"
"Q8CCG4",0.027239868,0.0241921137,0.0146205574,0.0342733695,0.0445225988,0.5399121391,0.2669120851,0.0483272685,"Nucleus - Chromatin"
"Q8CCK0",0.0379683717,0.0503260084,0.0198269986,0.0541166092,0.0693322296,0.5255960355,0.193642306,0.049191441,"Nucleus - Chromatin"
"Q8CCS6",0.1546227755,0.1100279627,0.042415883,0.0982959907,0.1206740885,0.1270940288,0.0761155211,0.2707537497,"unknown"
"Q8CDK3",0.1394148266,0.2086031334,0.0252144941,0.2138612509,0.1261679898,0.0667607521,0.0259064541,0.1940710991,"unknown"
"Q8CF66",0.1946610564,0.217108233,0.046457458,0.2588584707,0.1330625211,0.0529258352,0.0257955368,0.0711308888,"unknown"
"Q8CFI7",0.1255063484,0.1483824043,0.0365616806,0.1309466228,0.1136733921,0.1709113008,0.0694320698,0.2045861811,"unknown"
"Q8CHR6",0.2095378181,0.2725234614,0.0456513494,0.2543123072,0.166441876,0.0515331879,0,0,"unknown"
"Q8CIB6",0.0877040126,0.1816303912,0.0977957113,0.2000789894,0.127563117,0.1517586525,0.0844345403,0.0690345857,"unknown"
"Q8CIW5",0.2406983912,0.2568680901,0.0596028349,0.2205441527,0.1401997475,0.053836182,0.0178558735,0.0103947281,"unknown"
"Q8JZK9",0.0970401351,0.0977771519,0.02502943,0.0821731842,0.0451525918,0.0641469199,0.0492068607,0.5394737264,"unknown"
"Q8JZN7",0.0467873626,0.0553005563,0.0129991545,0.13773861,0.360741845,0.3133277935,0.0523852567,0.0207194214,"Mitochondrion"
"Q8JZV9",0.1444646751,0.1466720471,0.0392441764,0.111091698,0.1289052666,0.1445555594,0.0634632256,0.2216033519,"unknown"
"Q8K019",0.0596994213,0.0686246049,0.0167711765,0.0738946846,0.0871229494,0.3259471856,0.1388526922,0.2290872854,"Nucleus - Nucleolus"
"Q8K072",0.2087325343,0.1554298868,0.1095064225,0.1447826224,0.1722770287,0.1281729987,0.05022806,0.0308704467,"unknown"
"Q8K0T0",0.0891481134,0.1575859348,0.0544768435,0.2564875224,0.1874890804,0.1576494634,0.068995445,0.0281675971,"unknown"
"Q8K0V2",0.1427382795,0.211206115,0.0327294698,0.3016213882,0.1647725655,0.0872653618,0.0256684048,0.0339984154,"unknown"
"Q8K0V4",0.0517392854,0.072266299,0.0206908559,0.138683536,0.1320551547,0.1691182693,0.3781797153,0.0372668845,"unknown"
"Q8K120",0.3381361754,0.2589220169,0.0380861192,0.1752782283,0.1197722364,0.0453909537,0.0166082896,0.0078059803,"unknown"
"Q8K1N4",0.0701546874,0.0593342823,0.0476841871,0.0493778811,0.0727643315,0.1119490902,0.4805916459,0.1081438945,"unknown"
"Q8K1Z0",0.0723243364,0.0688405824,0.0656131841,0.0946631971,0.3330839331,0.2254475008,0.1062588187,0.0337684474,"unknown"
"Q8K202",0.1151895607,0.1345189432,0.036783372,0.1969183554,0.0853926293,0.1406376336,0.0879130998,0.2026464058,"unknown"
"Q8K224",0.0854283134,0.1083773185,0.0390157148,0.089515862,0.0795309073,0.1630866122,0.1904146621,0.2446306097,"unknown"
"Q8K2D3",0.0581641267,0.0698259112,0.0239017427,0.1376823095,0.1281566387,0.2409632411,0.2781800419,0.0631259882,"unknown"
"Q8K2I4",0.0672794957,0.1074648782,0.0591035392,0.1954362482,0.1098717033,0.0964369175,0.2474247317,0.1169824862,"unknown"
"Q8K2M0",0.0616562271,0.0696201694,0.0385335466,0.0930952601,0.295985854,0.2120876758,0.1934428459,0.0355784212,"Mitochondrion"
"Q8K2Q5",0.0815906283,0.0735730716,0,0.1086493826,0.3237601791,0.2830995525,0.0786649694,0.0506622165,"unknown"
"Q8K2T4",0.0598227906,0.0649229078,0.0302644054,0.1266230397,0.3344754498,0.2742608856,0.0695049267,0.0401255943,"unknown"
"Q8K2Y0",0.0471438805,0.0884345484,0.0162950611,0.0869225372,0.0907505308,0.4281333631,0.0895703663,0.1527497127,"unknown"
"Q8K2Y7",0.0555442194,0.0611688163,0,0.1075184249,0.4014558843,0.2381553839,0.0568019802,0.0793552909,"unknown"
"Q8K370",0.0726133349,0.0980800777,0.0505419905,0.1252011852,0.2398034841,0.2037760838,0.1179957094,0.0919881343,"unknown"
"Q8K385",0.1736101845,0.2233298235,0.1841394289,0.2210890261,0.096278538,0.0577018936,0.0383420886,0.0055090167,"unknown"
"Q8K3A0",0.1032088609,0.1056594406,0.0243009582,0.1350741156,0.2154517127,0.2024118756,0.1721416429,0.0417513935,"unknown"
"Q8K3J1",0.0362449033,0.0808635416,0.0417894142,0.0592643679,0.1834016515,0.5246399614,0.0737961601,0,"unknown"
"Q8K3Y3",0.1029206392,0.0771842314,0,0.1214964856,0.1104378156,0.1658652544,0.1616897709,0.2604058029,"unknown"
"Q8K3Z9",0.0680258032,0.100155492,0.0287952427,0.1183530845,0.1203511185,0.4074267939,0.1123512566,0.0445412086,"unknown"
"Q8K4F5",0.0249381976,0.0321541385,0.011607656,0.0893446007,0.4316733487,0.3451378435,0.048240318,0.0169038971,"unknown"
"Q8K4Z3",0.187564617,0.1225630202,0.0136200459,0.1025024446,0.2217291798,0.1569228869,0.0384782825,0.1566195231,"unknown"
"Q8QZY1",0.0684971024,0.0595485005,0.0287911992,0.0615617465,0.0794229705,0.0724057057,0.1435621855,0.4862105897,"unknown"
"Q8R010",0.0647269043,0.0579687037,0.0156543752,0.0626296975,0.0457844202,0.0421793658,0.0363350897,0.6747214436,"unknown"
"Q8R035",0.0446984473,0.0469050243,0.0187691607,0.1133576007,0.4176400161,0.2587430611,0.0884798576,0.0114068322,"unknown"
"Q8R087",0.152841414,0.1139020216,0.0312012827,0.3122694039,0.1976038817,0.1477956939,0.0325183187,0.0118679834,"unknown"
"Q8R0G7",0.1726905469,0.2990343751,0.0765416445,0.3177879413,0.0976533635,0.017708942,0.0185831868,0,"unknown"
"Q8R0H9",0.0748839766,0.1749885079,0.0359452598,0.202825109,0.0814191079,0.0602338216,0.0170634695,0.3526407478,"unknown"
"Q8R127",0.1065232205,0.1292805153,0.0319103115,0.2008080538,0.2405968743,0.1836832958,0.0479479508,0.0592497779,"unknown"
"Q8R143",0.1245816004,0.2154010992,0.0661819177,0.1897711456,0.1390999479,0.0952104332,0.0464222839,0.1233315721,"unknown"
"Q8R1A4",0.2900175602,0.1522850791,0.0319572395,0.1475253071,0.1204667255,0.137998177,0.0679045503,0.0518453613,"unknown"
"Q8R1F1",0.1501905586,0.158803561,0.074641977,0.1469630573,0.1189280585,0.1145223429,0.0597273137,0.1762231311,"unknown"
"Q8R1K1",0.1173617864,0.1344857067,0.1051560504,0.2182103978,0.1586135397,0.143959233,0.0740274137,0.0481858724,"unknown"
"Q8R2M2",0.163240077,0.1735282441,0.0447103205,0.1412291335,0.1327794947,0.1652695275,0.0910495439,0.0881936588,"Nucleus - Nucleolus"
"Q8R2N2",0.0741843828,0.1157475303,0.0343241526,0.1259272561,0.0818322072,0.1716943525,0.1509468406,0.2453432778,"unknown"
"Q8R2R6",0.0671738702,0.0797683612,0.0423706663,0.1121331141,0.2946268947,0.2235985583,0.0759424787,0.1043860566,"unknown"
"Q8R2U4",0.0888249953,0.0980793847,0.0279426263,0.0648146925,0.0566784415,0.0251002578,0.0103979488,0.6281616531,"unknown"
"Q8R2Y8",0.0623860873,0.0752847423,0.0223927571,0.1428635358,0.3308486247,0.2772354537,0.0780660193,0.0109227797,"Mitochondrion"
"Q8R310",0.1143415341,0.1132104072,0.0193455186,0.1666291672,0.1574226139,0.1397217311,0.1838459663,0.1054830617,"unknown"
"Q8R323",0.130362336,0.1509149057,0.0765153907,0.1941655409,0.151142294,0.1726278027,0.06997297,0.0542987599,"unknown"
"Q8R326",0.1546201735,0.1433781895,0.028404551,0.1152808949,0.1494742033,0.1759680182,0.117289215,0.1155847547,"unknown"
"Q8R366",0.2334917267,0.2562276159,0.0804903649,0.1574056265,0.1102428445,0.0806874455,0.0401810542,0.0412733217,"unknown"
"Q8R3G1",0.0457141479,0.0553789089,0.0192343093,0.0805666672,0.0819081874,0.2766814269,0.1864707496,0.2540456028,"unknown"
"Q8R3H7",0.1217220972,0.1754441586,0.0503782273,0.2379642439,0.2469208803,0.1036778128,0.0330515631,0.0308410169,"unknown"
"Q8R4N0",0.0446621346,0.0364633752,0,0.1258947216,0.4356544143,0.2709626751,0.0863626792,0,"unknown"
"Q8R4Y8",0.0702646028,0.1104976552,0.0143745189,0.2081436751,0.1763524283,0.1740237841,0.1269489646,0.119394371,"unknown"
"Q8R5J9",0.0396869734,0.0816673121,0.095394986,0.2743041532,0.2089883468,0.2056628735,0.0880337632,0.0062615917,"unknown"
"Q8R5L3",0.0663837697,0.0759778202,0.368219257,0.0993566736,0.1342046896,0.0869203057,0.1315906966,0.0373467876,"unknown"
"Q8VBT0",0.1021101754,0.1578555548,0.0508319798,0.2832354891,0.1808134786,0.1841892102,0.0364903964,0.0044737158,"unknown"
"Q8VC90",0.1204677105,0.2119720551,0.0480046813,0.2821767737,0.1204042811,0.1733918763,0.0264928273,0.0170897948,"unknown"
"Q8VCR7",0.1360703795,0.1315221311,0.0232819482,0.0841665409,0.0703802017,0.0350212945,0,0.5195575041,"unknown"
"Q8VCY8",0.0544847623,0.093712744,0,0.0665448203,0.1805454526,0.481379889,0.0584566946,0.0648756373,"unknown"
"Q8VDG5",0.1263281724,0.1055348605,0.0318513116,0.123222593,0.1237288159,0.2842243839,0.0846745944,0.1204352684,"unknown"
"Q8VDL4",0.0995358838,0.1059710452,0.1872905489,0.1343239103,0.1294082636,0.1309577397,0.1301518672,0.0823607413,"unknown"
"Q8VDM4",0.0601650593,0.07818316,0.0233352705,0.0720587699,0.0596476626,0.0933929253,0.04761313,0.5656040225,"unknown"
"Q8VDM6",0.0785984512,0.1070722949,0.0319630334,0.2108787985,0.1531882797,0.1512588827,0.1099231262,0.1571171333,"unknown"
"Q8VDS4",0.0383024842,0.0450839131,0,0.0592770827,0.0909828384,0.2686626488,0.1985189712,0.2991720616,"unknown"
"Q8VDT9",0.0784124822,0.0715671911,0.0283949733,0.1160603226,0.3768492759,0.2095190117,0.102993605,0.0162031383,"unknown"
"Q8VE10",0.0751295172,0.1005192957,0.025845077,0.1015428725,0.0860950015,0.3766780387,0.1601169182,0.0740732793,"unknown"
"Q8VE70",0.1661762902,0.1391492383,0.0782366523,0.1255777685,0.0897119395,0.1070582986,0.1531387971,0.1409510155,"unknown"
"Q8VE96",0.1535654062,0.2512864574,0.0803808901,0.2782311275,0.1082272607,0.0482113574,0.043130387,0.0369671137,"Lysosome"
"Q8VE97",0.1095987622,0.0839680493,0.1650705435,0.051830342,0.0789419219,0.0601269973,0.1010929875,0.3493703963,"unknown"
"Q8VE98",0.2230834099,0.1870627793,0.0624867862,0.1891285686,0.1389426536,0.1392590331,0.0437229963,0.0163137729,"unknown"
"Q8VE99",0.1140845309,0.1431409554,0.0338021264,0.2149779206,0.1657671824,0.2165872401,0.0477534217,0.0638866225,"unknown"
"Q8VED5",0.1151434508,0.1771668495,0.013478349,0.3460055072,0.1052509115,0.0514593363,0.1431677423,0.0483278534,"unknown"
"Q8VEH8",0.2564759738,0.1435069637,0.0532456141,0.1476169343,0.0901014351,0.1254173942,0.1203567075,0.0632789773,"unknown"
"Q8VHG2",0.0905165194,0.1464567568,0.0224503804,0.2022893759,0.152303932,0.0893266936,0.2060466621,0.0906096796,"unknown"
"Q8VHZ7",0.0812754313,0.0893380975,0.0534230213,0.070895688,0.0703195331,0.132348119,0.2732130469,0.229187063,"Nucleus - Nucleolus"
"Q91V12",0.1547810426,0.1108805231,0.1057825074,0.1275108691,0.2319117886,0.1767945978,0.0656400671,0.0266986042,"unknown"
"Q91V83",0.2696253728,0.2570563419,0.0374614438,0.2305115217,0.1430779422,0.0493796197,0.0107725111,0.0021152468,"unknown"
"Q91VN4",0.081149878,0.1040383324,0.0599941346,0.0915322825,0.2012974753,0.132401901,0.0578180775,0.2717679187,"unknown"
"Q91VN6",0.1217434857,0.1267306192,0.0656636045,0.0827712651,0.0748888462,0.1361535007,0.2449222816,0.147126397,"unknown"
"Q91VT4",0.1014680183,0.0965972441,0.0472367853,0.0970533763,0.2537235643,0.1806832656,0.1486391355,0.0745986106,"unknown"
"Q91VZ6",0.0872731604,0.1093888741,0.0437039399,0.1637296643,0.1846066761,0.1612996792,0.0913671633,0.1586308426,"unknown"
"Q91W50",0.0986638472,0.1089604555,0.0363631597,0.1467310961,0.1080094143,0.1258320324,0.1549909405,0.2204490543,"unknown"
"Q91W52",0.1107959611,0.1213713184,0.0484861985,0.2173458879,0.1343321741,0.213147444,0.0719666447,0.0825543713,"unknown"
"Q91W86",0.1226267701,0.1735017794,0.1033019189,0.1951862283,0.1066964149,0.09320243,0.1582853172,0.0471991412,"unknown"
"Q91WJ8",0.0692727094,0.0658019501,0.0189994554,0.0823925997,0.0802423676,0.1562743834,0.2321950592,0.2948214753,"unknown"
"Q91WM3",0.0524249371,0.0470159392,0.0296037079,0.0607873734,0.0415654065,0.1426686318,0.2075218856,0.4184121184,"unknown"
"Q91WS0",0.0376627941,0.0459940248,0.0255064266,0.1350365755,0.3568194044,0.2673178437,0.1115501426,0.0201127884,"unknown"
"Q91X88",0.1026566162,0.1738016534,0.0392129321,0.2176980046,0.3551472576,0.0890291905,0.0155908279,0.0068635176,"unknown"
"Q91XC0",0.1540110474,0.1424523905,0.0345137593,0.0965064407,0.0776481823,0.1622454554,0.1862760452,0.1463466791,"unknown"
"Q91XD7",0.065008653,0.1431021733,0.0196627089,0.3153892456,0.1912747495,0.2255555977,0.0294797396,0.0105271324,"unknown"
"Q91XF0",0.0657266367,0.0737946155,0.0199758834,0.0957315644,0.1642454338,0.157107905,0.0951935826,0.3282243786,"unknown"
"Q91YD4",0.2724328837,0.2262443234,0.0655159374,0.2076906025,0.1353257895,0.0559471859,0.0285672848,0.0082759927,"Plasma membrane"
"Q91YJ2",0.1234355501,0.2379001619,0.0628369484,0.2347475507,0.1074059352,0.0656784141,0.0326259801,0.1353694595,"unknown"
"Q91YJ5",0.0509577139,0.0606938464,0.0276107849,0.103949832,0.3588839533,0.2604427145,0.1130021631,0.024458992,"unknown"
"Q91YP0",0.0841323712,0.1080268076,0.092964521,0.0788652597,0.1374658086,0.3539114747,0.1311881895,0.0134455676,"Mitochondrion"
"Q91YR9",0.068564304,0.0686824366,0.03359227,0.0930597331,0.0726494309,0.0837763935,0.1594325512,0.4202428807,"unknown"
"Q91YT0",0.0934142709,0.0984809433,0.0234681108,0.1325325676,0.2059963761,0.1972280342,0.0493550469,0.1995246501,"Mitochondrion"
"Q91YU8",0.106075103,0.1010273769,0.0327674345,0.0915320636,0.079917,0.2141990661,0.1465259466,0.2279560093,"unknown"
"Q91YY2",0.1957197973,0.1719554539,0.0610801746,0.1937047586,0.2707846469,0.0828851188,0.0111428801,0.0127271697,"unknown"
"Q91Z61",0.1711900731,0.1396821632,0.0270231002,0.2009111229,0.2756461508,0.1123312348,0.0503143828,0.0229017722,"unknown"
"Q91Z92",0.0939038123,0.0705701103,0.1123760682,0.2068985861,0.2019987614,0.1327938322,0.0849563581,0.0965024715,"unknown"
"Q920A7",0.1004194153,0.1016324297,0.0469557287,0.1052190585,0.1818136774,0.1584521042,0.1928266683,0.112680918,"unknown"
"Q920Q4",0.1337796839,0.2460463891,0.0397443484,0.2454092009,0.1131074561,0.1174416316,0.0689383376,0.0355329524,"unknown"
"Q921M3",0.0713724453,0.263183938,0.0390335418,0.0788909805,0.0938491183,0.2245524303,0.1206189013,0.1084986444,"unknown"
"Q921S7",0.0347877445,0.0395929216,0.0230005522,0.1050337893,0.4155776081,0.2587897622,0.0925121715,0.0307054505,"Mitochondrion"
"Q922B1",0.0421922507,0.0489436922,0.0145658229,0.1159297419,0.3184628067,0.3364689241,0.089498218,0.0339385434,"unknown"
"Q922D4",0.0898738441,0.0765777569,0,0.0562112919,0.0395715325,0.0427615271,0,0.6950040475,"unknown"
"Q922H2",0.0271752455,0.035504196,0.0107413771,0.1295713411,0.443988118,0.3033968876,0.0417465777,0.0078762569,"Mitochondrion"
"Q922P9",0.0620182921,0.0920895019,0.0296758812,0.128721956,0.1294229855,0.3161551923,0.1869277124,0.0549884786,"unknown"
"Q922Q4",0.0581626259,0.0819565856,0.0296528293,0.1206396999,0.3056731544,0.280811976,0.0768196868,0.0462834419,"unknown"
"Q922Q9",0.1584365029,0.1709447599,0.0622730124,0.1930199837,0.1951925341,0.1331246712,0.0465642251,0.0404443107,"unknown"
"Q922U2",0.1064222888,0.1032302495,0.0828462551,0.1428976201,0.106420394,0.1859180221,0.2167794984,0.055485672,"unknown"
"Q922V4",0.1280665579,0.172332288,0.1028369635,0.1129576783,0.096605928,0.1008621792,0.1657388719,0.1205995332,"unknown"
"Q922Y2",0.0900469971,0.1417976814,0.0534524287,0.2308770083,0.1912131829,0.1939427251,0.0557961619,0.0428738146,"unknown"
"Q923D4",0.0859760502,0.0912322264,0.0230020584,0.0940712341,0.085709911,0.1835900656,0.1821952718,0.2542231826,"unknown"
"Q924Z4",0.1703284894,0.170266878,0.0565131164,0.2253366619,0.1632124612,0.1444661147,0.0467110249,0.0231652534,"unknown"
"Q925B0",0.0980909064,0.0929187242,0.0237838012,0.1093715602,0.0766763719,0.1971786948,0.0684019407,0.3335780006,"unknown"
"Q99JI6",0.2855370082,0.3428831774,0.0297561042,0.2169128955,0.0871926891,0.0377181256,0,0,"unknown"
"Q99JW4",0.1809950325,0.2015724225,0.0463266046,0.1565004198,0.1184613721,0.1566927489,0.0906395542,0.0488118454,"unknown"
"Q99JY9",0.1557536451,0.1118406174,0.0418741583,0.1158876173,0.1054577229,0.1260262447,0.2024490351,0.1407109592,"unknown"
"Q99KG3",0.0743365659,0.0759388761,0.0978444186,0.1400085576,0.1221055206,0.1398136644,0.2115853895,0.1383670072,"unknown"
"Q99KK7",0.1078424093,0.1349742398,0.0583359717,0.1180908694,0.0783005867,0.0998661487,0.0510967581,0.3514930163,"unknown"
"Q99KN9",0.0356333691,0.0853004065,0.0845645716,0.3683928155,0.2090616305,0.1418469114,0.0511180353,0.0240822601,"unknown"
"Q99KS2",0.0658074318,0.0693761445,0.0248981534,0.0953608285,0.2093447553,0.1987725325,0.1860735524,0.1503666016,"unknown"
"Q99KX1",0.0727717758,0.0977952244,0.0424178113,0.1037260352,0.0687862594,0.1611746615,0.1945985947,0.2587296377,"unknown"
"Q99L04",0.0496632562,0.075144448,0.0360195032,0.23322694,0.2874672505,0.2229830677,0.0954955344,0,"unknown"
"Q99L43",0.1960723973,0.0777272474,0.0547379404,0.1982262995,0.1866013837,0.1816988088,0.0718629036,0.0330730192,"unknown"
"Q99LH2",0.1286133013,0.1419174189,0.0830853981,0.157263956,0.1518147252,0.1387878401,0.1193098824,0.079207478,"unknown"
"Q99M28",0.0648237983,0.0725930085,0.0223581957,0.0703254569,0.0632725512,0.1961754331,0.1929271727,0.3175243837,"unknown"
"Q99M54",0.1604235049,0.1654777505,0.0423515079,0.1521689529,0.1234968756,0.1509598785,0.0789930246,0.126128505,"unknown"
"Q99M71",0.1935624879,0.1854685589,0.1117267319,0.2422797554,0.1373687084,0.071956181,0.0349528555,0.022684721,"unknown"
"Q99ME9",0.0881816313,0.1112577836,0.0973139576,0.110928973,0.0876296705,0.1296805892,0.2082595793,0.1667478154,"unknown"
"Q99MZ7",0.0736767509,0.1158705565,0.0419595137,0.1191424711,0.1896093455,0.276020647,0.0978724325,0.0858482828,"unknown"
"Q99N89",0.0345620632,0.0398849765,0.0141456123,0.1100127586,0.4308366289,0.2917741524,0.0662737687,0.0125100393,"Mitochondrion"
"Q99N91",0.1177875769,0.0777033849,0.0253381588,0.1451411504,0.2859560213,0.2446491658,0.0665132189,0.0369113231,"unknown"
"Q99N95",0.0522504406,0.0631266044,0.0311156838,0.1063342047,0.3377108528,0.2441160406,0.094348566,0.0709976071,"unknown"
"Q99N96",0.0345374775,0.0382133719,0,0.1195503468,0.4722288797,0.2980994666,0.0373704576,0,"unknown"
"Q99NH2",0.1838323184,0.2123963401,0.0495863214,0.1596886871,0.1242794222,0.1114466736,0.0775022479,0.0812679893,"unknown"
"Q99PS0",0.067223319,0.1043520663,0.0310713383,0.1989713816,0.233504831,0.2637284283,0.0679540782,0.0331945573,"unknown"
"Q9CPP0",0.0525687724,0.0554642737,0.0284528372,0.0817470333,0.1353590165,0.1523426729,0.1111154582,0.3829499356,"unknown"
"Q9CPT5",0.1027100472,0.118587792,0.0299699941,0.1447972091,0.1239311233,0.1386391408,0.1583319203,0.1830327732,"Nucleus - Nucleolus"
"Q9CPV3",0.0586207736,0.050708835,0,0.1413530568,0.3362997856,0.2973637506,0.08789545,0.0277583484,"unknown"
"Q9CPW4",0.1151193359,0.1177262342,0.0329554917,0.1436402997,0.1096940651,0.1499179593,0.1558346792,0.1751119348,"unknown"
"Q9CPZ8",0.0337236245,0.0475245077,0.0093336456,0.1518420603,0.3911424331,0.2981383349,0.0509239038,0.0173714902,"unknown"
"Q9CQ45",0.103868999,0.1617723206,0.0371527548,0.2615149669,0.2089667789,0.1593789151,0.0327097809,0.0346354839,"unknown"
"Q9CQ48",0.0865277603,0.1010154222,0.021154329,0.0844551808,0.046920358,0.0440652745,0.022836428,0.5930252472,"unknown"
"Q9CQ60",0.1012891276,0.1029365583,0.027019541,0.0603547572,0.0579341911,0.0575331171,0.0449332261,0.5479994815,"unknown"
"Q9CQ62",0.0345163087,0.035870203,0.0144012111,0.109330186,0.417726822,0.2930520506,0.073000811,0.0221024075,"Mitochondrion"
"Q9CQ79",0.11292526,0.1310659816,0.0433154495,0.0912658087,0.0893287726,0.0836197779,0.0428619396,0.4056170101,"unknown"
"Q9CQ88",0.1325292028,0.3074384702,0.0584877158,0.3161969661,0.0981328253,0.0530306313,0.0209990689,0.0131851195,"unknown"
"Q9CQA6",0.0557930657,0.0623859685,0,0.1100395498,0.3832129936,0.2560519645,0.0932351374,0.0392813204,"unknown"
"Q9CQC6",0.0413729303,0.0511073981,0.0174894033,0.0591820709,0.0665176585,0.203520045,0.1512304431,0.4095800509,"unknown"
"Q9CQE7",0.0947561172,0.1231659199,0.0420905116,0.2944038718,0.2348768802,0.1652454092,0.0316218977,0.0138393925,"unknown"
"Q9CQF9",0.1436437951,0.1735510812,0.0404119704,0.2330096,0.1570739227,0.1878748611,0.0458031844,0.018631585,"unknown"
"Q9CQJ8",0.0627952971,0.0645518755,0.0151615074,0.1285528027,0.3839134377,0.2391888476,0.0907616702,0.0150745619,"unknown"
"Q9CQL5",0.0803313025,0.1247262166,0.0606475593,0.1350188839,0.2862029805,0.2484329263,0.0414290916,0.0232110394,"unknown"
"Q9CQL6",0.0458857713,0.0564607047,0.0182582356,0.132767618,0.3518046903,0.3109132804,0.0496484204,0.0342612792,"unknown"
"Q9CQN3",0.0600283024,0.0828542762,0.0370870688,0.1596955581,0.3060054645,0.2566727917,0.061760334,0.0358962043,"unknown"
"Q9CQS2",0.0871078323,0.1161232291,0.0299603258,0.1239406992,0.0724269808,0.0914961285,0.0573727568,0.4215720474,"unknown"
"Q9CQS8",0.0485157802,0.0874651614,0.0230208294,0.2708125973,0.2179992124,0.3062159149,0.0342225026,0.0117480018,"unknown"
"Q9CQV7",0.0865601247,0.1064691247,0.0286340824,0.1249413958,0.207030609,0.1850560685,0.1240379812,0.1372706137,"unknown"
"Q9CQX2",0.1055953963,0.152120274,0.0503973607,0.2975407976,0.2348590757,0.1087289131,0.0357001114,0.0150580712,"unknown"
"Q9CQY5",0.0995978168,0.1313249738,0.0673878684,0.1250243367,0.1652689293,0.1680831669,0.1022336754,0.1410792327,"unknown"
"Q9CQZ6",0.0600004719,0.075335135,0.0251217184,0.1225161353,0.4029198405,0.2137522996,0.0892052976,0.0111491017,"Mitochondrion"
"Q9CR20",0.0760546293,0.1272919134,0.0346449017,0.2923381398,0.2085962311,0.2018308783,0.0389484351,0.0202948713,"unknown"
"Q9CR21",0.0186192931,0.0206016535,0.0082295808,0.109180929,0.4850902754,0.2776639462,0.0727576784,0.0078566435,"unknown"
"Q9CR23",0.1214365543,0.2755144699,0.0375398418,0.2907240451,0.0975287238,0.0903613262,0.0553316843,0.0315633546,"unknown"
"Q9CR24",0.0687069398,0.0798496743,0.0410476424,0.1254511138,0.34894643,0.2267026091,0.073972709,0.0353228816,"unknown"
"Q9CR47",0.1589553283,0.1526277161,0.0420205295,0.1397027081,0.1486011372,0.1099453376,0.0323354733,0.21581177,"unknown"
"Q9CR59",0.0403740649,0.0446811657,0.0109195223,0.110515402,0.3651912332,0.277724343,0.0680522813,0.0825419877,"unknown"
"Q9CR60",0.1576528753,0.1445533196,0.0734134933,0.1662131327,0.2447095312,0.1434765967,0.0383352013,0.0316458499,"unknown"
"Q9CR61",0.0797265,0.086994562,0.0370871538,0.0924252045,0.2667050302,0.2043693761,0.1439100939,0.0887820795,"unknown"
"Q9CRA9",0.1214871132,0.1594973926,0.0789572032,0.2241068437,0.1423514469,0.1225449044,0.0657600766,0.0852950192,"unknown"
"Q9CRC6",0.1601574922,0.2569824028,0.0637597268,0.2335742704,0.1105405896,0.0799016682,0.0421031949,0.0529806551,"unknown"
"Q9CRG1",0.1595322089,0.2511247324,0.068516219,0.3492806963,0.1205558227,0.0368685004,0.0093542208,0.0047675996,"unknown"
"Q9CSH3",0.0744083788,0.0742985118,0.0146509808,0.0807179101,0.0895925803,0.1948091884,0.1296876686,0.3418347812,"unknown"
"Q9CSN1",0.0695503306,0.0871871731,0.0279374596,0.0898701711,0.0857468711,0.2143889755,0.2033826726,0.2219363463,"unknown"
"Q9CSV6",0.2631236384,0.1919441443,0.0917283125,0.122189592,0.1022210225,0.0762711214,0.045406119,0.1071160499,"unknown"
"Q9CUN6",0.0987206304,0.1636413058,0.0086443499,0.1400561924,0.057294787,0.042354312,0.0048312947,0.4844571278,"unknown"
"Q9CVB6",0.1409516012,0.1536669772,0.045020572,0.1763369369,0.1117508362,0.1433254382,0.0865713789,0.1423762594,"unknown"
"Q9CWE0",0.0764744888,0.0883839556,0.0430581573,0.1401252599,0.3296141081,0.3223440303,0,0,"unknown"
"Q9CWH0",0.0672679802,0.0775657459,0.0332429735,0.0772229951,0.0917231778,0.3694810452,0.1785008291,0.1049952533,"unknown"
"Q9CWZ7",0.1890344084,0.3025521059,0.0456187945,0.2723318175,0.0934682323,0.0510126682,0.0151064731,0.0308755001,"unknown"
"Q9CX13",0.0930247244,0.1675521547,0.0633154443,0.2878732445,0.1440828737,0.0968080552,0.0574620137,0.0898814895,"unknown"
"Q9CX34",0.0632169626,0.0645287114,0.0223002825,0.0533754274,0.0458756169,0.0534035442,0.0415178794,0.6557815755,"unknown"
"Q9CX56",0.0586435223,0.0839325909,0.049899806,0.0686971133,0.0762190884,0.0767897667,0.0810088111,0.5048093013,"unknown"
"Q9CX84",0.0749784321,0.1019298027,0.0211183736,0.1405411046,0.3418810307,0.2332119156,0.0491253566,0.037213984,"unknown"
"Q9CXE7",0.095254708,0.1262427368,0.2054419012,0.1511653706,0.1424228291,0.0996893943,0.08013866,0.0996444002,"unknown"
